title,href,context,hashtag
學歷真的很重要嗎？,https://www.dcard.tw/f/mood/p/236535589,文長填入 第一次排版不好意思😶 正文如下： 先跟大家說我是南霸天的場內舉牌人員跟支援門口 驗票&消毒 我的服裝 27號是戴一頂黑帽子 28號是有戴袖套跟有遮到脖子的帽子 大家都知道大港開唱，人跟週年慶一樣多是吧😃 那麼大家應該都知道現在還是什麼時期😉 防疫 是的，防疫 關於聽眾的防疫問題~~~ 我先列出他們ㄉ問題 1.口罩 2.吸煙🚬 3.喝酒🍻 --------------- 先來講講口罩ㄉ部分😃 幹！拉到鼻子以上啦🌝 一堆人認為只要有戴就好ㄌ😃 媽祖阿，是沒聽過口罩要戴到鼻子以上ㄇ？ 然後去跟你們講還在那邊說 「蛤~~~~可是很熱欸」 「很不舒服欸」 🍤米巴啦巴啦 ........ 我不熱不曬不舒服嗎😃 當然我當下只能說「不好意思麻煩您了😀」 然後就被白眼😃 ------------------------------------------------------------- 幹！以為我想去找你們阿 我才不想浪費力氣去找亂源ㄌㄟ 但是沒辦法這是我的工作🌚 然後我在中間休息的時候，我跟我的同伴分享我遇到的人阿~巴阿巴阿巴啦巴啦🐔 她說：「我沒有遇到欸，可能是你們男生比較容易辦黑臉吧？」 我剎那間覺得性別歧視在台灣還是很嚴重😃 幹~😃 ----------------------------wee--------------------------- 第2個 吸吸煙🚬 因為我們場地很大大 所以一定有些人會到比較遠一點點點的地方抽🚬 但是我們官方的吸煙區是在美食街那邊 然後~~ 我當然就是要去跟在我們場內有抽🚬的high咖說 「不好意思~這邊不是吸煙區喔~~~」 當然一定會有民眾問說吸煙區在哪邊 我當然要跟他們講 （（我不想增加工作量😃 可是！！！！ 可是！！！！！ 可是！！！！！！ 有些人就在我華麗的轉身後，就把煙重點起來了😃 為什麼我會知道ㄋ？ 因為我都有回馬槍的習慣😀 往前先走幾個魔鬼的步伐 然後！！轉身快得像聽到喜愛的化妝品半價一樣😃 瞬間把殺氣open到Max盯著他們👹~~~ 很多人就嚇到不敢了 幹欸 好爽😃 ---------------------------呀呼----------------------- 最後是drink🍺 我知道大家很悶想high到地板下沉，所以會喝一些些的酒😃 但是！！！ 喝到躺在地板成大字型是在飛high😃 是想當雪天使喔😂 抱歉你只會得到手手傷心&如何回家 還有就是都看到你在享受酒精 跟你說不可飲食，還嘴巴硬硬的像個保溫杯一樣😃 是在巴嘎三個小孩兒😃 ----------------------------------------------------- 這些大概就是我場內看到的一些小小事 如果想知道還發生什麼ㄎㄧㄤ事，我會在補充一篇,"大港開唱,傻眼寶寶,我好累,想粗飯,工作"
教大家怎麼逼退噁心親戚,https://www.dcard.tw/f/mood/p/236509971,我自己就是待過影視圈的， 現在也在影視圈工作。 我真心覺得台灣影視圈教育程度不足。 只要稍微有性別意識， 在職場上回絕性別歧視的話， 就被開玩笑地喊「女權女權！小心喔！」 想要在自己的腳本放入議題， 就被說為什麼不聚焦在故事？ 一定要放什麼社會議題？ 可是，難道議題不是故事嗎？ 只是想要寫關於「社會」這個維度的故事錯了嗎？ 認識的導演沒有一個不讓我傻眼的， 最愛寫的腳本就是關於婊子互相鬥爭的故事， 拿去投公家機關的微電影我都很汗顏。 最近有出了《消失的情人節》故事爭議， 我想這就是只在意他們所謂的「故事」， 卻絲毫對周遭社會沒有常識的結果。 當然編劇說他不是兩性的專家， 但21世紀了， 真的不用當兩性的專家， 當個有常識的人就好了。 對於台灣影視圈出了這樣得金馬獎的片， 要說失望不如說真的一點都不意外。 希望年輕一輩的影視圈人們可以改變這糟糕的風氣。,"影視,電影,性平教育,消失的情人節"
TWICE「Perfect World」MV 如何解讀 ⚠️二更⚠️,https://www.dcard.tw/f/mood/p/236498011,"新生板友大家好，高中對我來說超快樂，請把握時光好好享受！！  身為教育學院的人，想和大家分享我從高中到大學看過而且喜歡的教育類書籍（少部分不是）和其他網路資源，推薦給不管是在準備面試、指考，還是已經上榜的你～ 這些書對我有很大的影響，我超喜歡看書中老師分享教學經驗，有成功的教學策略也有遇到挫折的故事，我想這對不管要不要當老師的你各位夥伴都會很有幫助，就算自己沒有相同經驗、背景，也能從中學習面對挫折的解決方式，如果是沒辦法解決的困難，那至少看見有人跟你一起struggle比較不孤單。 🌙教育類書籍 作者林怡辰 《從讀到寫 》 《小學生的年度行事曆》 ⭐️我記得小學生的年度行事曆還被師培老師拿來當教材，就知道內容多完整，老師在兩本書都分享非常多可以應用在教室裡的班級經營、教學法，是我的偶像，我有在簽書會跟本人拍過照，不用羨慕我。  作者蘇明進 《交心2 啟動孩子的內在動機》 ⭐️我是老蘇老師的粉絲，追蹤他的FB好幾年了，上面很多教學經驗分享，追蹤起來。  作者黃國珍 《閱讀素養》 ⭐️閱讀素養對於每一個領域都很重要，這本寫得很好理解，非常推薦給喜歡閱讀教育的你！ 作者王淑芬 《少年小說怎麼讀？》 ⭐️作者王淑芬是君偉上小學系列的作者，書中分享超多適合不同年齡兒童的書單，還有如何引導閱讀、思考書中議題的詳細表格，非常受用。  作者羅怡君 《愛，我的內向小孩》 ⭐️如果你也是內向者，會很感動的，相信你也想幫助教室中的內向學生，讀爆。 ""Teaching Children To Care"" by Ruth Sidney Charney ⭐️教授推薦，目前看了106頁都很喜歡。   作者王政忠 《老師，你會不會回來？》   作者侯文詠 《危險心靈》   🌙接下來是非教育類書籍，但是我覺得身為要當老師的人，非常推薦讀！列出的中文字是書涵蓋的大主題，還有很多小議題大家自己體會。  “The Hate U Give” by Angie Thomas 種族歧視、感情、校園霸凌   “American Born Chinese” by Gene Luen Yang 種族歧視、移民生活、自我認同、校園霸凌   “George” by Alex Gino 跨性別、性別歧視、自我認同  🌙雜誌 親子天下   🌙FB粉絲專頁、個人專頁or社團 林怡辰 蘇明進 English with Ping 溫美玉備課Party   🌙其他 https://webinars.eltngl.com/ https://www.edutopia.org TFT 明星咖啡館podcast 最後推薦一個最有用的精進教學和自己的方法！就是把握機會、參與實務。 不管是家教備課、帶營隊寫教案、各種實習，都會帶給你讓你得到很多經驗、血淚、汗，記得記著這些書中的感動，寫下來貼在書桌上，這樣偶爾被消磨的熱情才有回血的補給品，教育之路上有你有我 加油 歡迎分享更多 https://i.imgur.com/UC8ytxM.jpg","大學,教育,新生季,新生,面試"
致仇女的男生們：你總有一天會遇到真心待你的人啊,https://www.dcard.tw/f/mood/p/236496250,前言： 某北部國立大學發生疑似男子偷拍行徑，女生發文導致軒然大波，而當時人表示是拍違停⋯ 但如果有個平行宇宙 ，平行的大學 而遇到該男子就是偷拍，那麼我們該怎麼做才對呢？ 依照那位女生的作法是 反偷拍（蒐證）這部分其實是對的，但是發文這件事有「未審先判」之嫌，反而容易失去立足點，其實這方面正確作法應該是先找校園的教官、警察局等第三方人士來處理與調查。 如果勇敢點也可以大聲喝止對方！ 對了，在這邊或許也有很多人 疑惑 怎麼才是偷拍行徑呢？ 假設以下都未經對方同意 （A)街拍（如走路） （B) 坐在椅子上（拍到對方的大腿） （c) 在餐廳 拍對方在吃飯 其實這類狀況在「刑法」上「並不成立」 怎麼說呢？ 性別平等教育法第2條性騷擾：「以明示或暗示之方式，從事不受歡迎且具有性意味或性別歧視之言詞或行為，致影響他人之人格尊嚴、學習、或工作之機會或表現者。」 刑法第315條之1第1款及第2款：「無故利用工具或設備窺視、竊聽他人非公開之活動、言論、談話或身體隱私部位者，以及無故以錄音、照相、錄影或電磁紀錄竊錄他人非公開之活動、言論、談話或身體隱私部位者，處3年以下有期徒刑、拘役或30萬元以下罰金。」 注意 ：他人非公開之活動 就是說假設被害人在 如廁、入浴、脫衣、裙底風光等狀況 才能說是「刑法上」的偷拍！（連帶妨害秘密罪） 所以常常上報紙 報導 被告都會提到當事人在「廁所、浴室」時⋯ 所以拍 當事人走路、說話、吃飯、聊天、滑手機⋯都不算偷拍喔？ 對 刑法上來說沒錯，但是 也不是說可以遊走灰色地帶，我們來看 民法 肖像權 侵害肖像權行為包含： 1. 製作他人肖像 2. 公開他人肖像 3. 使用他人肖像帶有營利目的 以及一開始我提到性騷擾：「以明示或暗示之方式，從事不受歡迎且具有性意味或性別歧視之言詞或行為，致影響他人之人格尊嚴、學習、或工作之機會或表現者。」 性平法、民法肖像權 就是保護自己的方式 那這時候就是可以向警局、校安中心通報了。不過後續來說很多還是「民事上的責任」而非「刑事上的罪」當然被害人心理的不平衡恐怕還是要心輔系統的輔佐。 總結來說就是保護好自己，不管男生、女生 穿長褲、戴口罩、避免單獨行動、如廁有無針孔器具、留意當下可疑人士（至於可疑人士的定義就見仁見智了）而若有疑似偷拍行為 ，也請鼓起勇氣大聲吆喝當事人引起身旁關注！ 你覺得還有哪些方式可以避免自己被偷拍呢？倘若看見偷拍（廣義）你有勇氣喝止嗎？說說你/妳對偷拍看法吧 https://i.imgur.com/is518Dp.jpg （取材自Ingimage） 參考資料 https://www.google.com.tw/amp/s/www.thenewslens.com/amparticle/75470 https://www.google.com.tw/amp/s/www.setn.com/m/ampnews.aspx%3fNewsID=540123 https://www.google.com.tw/amp/s/law.medpartner.club/right-of-publicity/ https://www.bosomgirl.com/2017/12/publicpjoto.html?m=1,"偷拍,法律,民法,性騷擾,肖像權"
#標的 海運三劍客,https://www.dcard.tw/f/mood/p/236495765,RT 經過昨日RTY事件後 某位政大學姐發了一篇文聲明已退出交流版 並在底下留言提議要成立蒐集政大噁男的私密社團 https://i.imgur.com/uiGhtW5.jpg https://i.imgur.com/qgCGYOe.jpg 於是便成立了名為「好好保護自己-政大噁男名單蒐集」的臉書社團。 因為我的女性友人有幸進入該社 因此得知該社團版規： 嗨~ 以下是第一波入社須知： 資格：目前政大在校生 1.找到一個一樣有意願的政大朋友（在學或畢業都可以），私訊我兩個人的在學證明（Inccu或學生證都可以） 2.檢附你打算公佈的噁男（限目前仍在校）的資訊（科系就好，不知道系級沒關係）以及他的事蹟證明（交流版上的留言或個人頁面的公開貼文） 3.入社後，請到相應的貼文底下留言（會按科系開貼文），留言格式： XX系XXX，事蹟簡述、問題言論的截圖 *噁男的例子（包括但不限於）：拿性犯罪開玩笑（比如在有人發文小心性騷擾的時候，標註朋友開玩笑）、發表性別歧視或厭女言論 其他說明&注意事項： 1.目前只蒐集在性別方面（包括性別和性傾向）噁心的噁男名單，但不代表其他種類的歧視言論就沒關係，也不代表女生就一定不會有噁心言論，只是噁男很多、威脅也比較大（我覺得啦）所以暫時會這樣規定 2.之所以會要大家拉一個朋友來是因為我沒辦法一一確認大家的性別意識好壞，拉一個人一起至少我可以知道你們彼此是互相認可過的 3.之所以會要求先檢附至少一個噁男名單是為了防止只是想看熱鬧的人加入，這個規定以後可能會看情況調整 4.每個人覺得的噁心不同，但這個社團的用意在於方便在意的人遠離他覺得需要遠離的人，所以如果你覺得其他人提供的噁男「還好，沒有很噁」就請你默默滑過就好 5.如果被公佈的人是你認識的人，但你覺得對方「只是反串」、「他沒有那個意思」、「他是好人」諸如此類，請先私訊我，而不要直接留言反駁。會這樣規定是為了維持一定程度的和平和秩序，希望大家可以體諒經營這類社團其實不太容易 6.為了方便大家確認噁男名單，每篇貼文會提供一樓給大家抱怨或聊天用，非名單的留言就請集中在那一樓 7.社團為私密社團，禁止截任何貼文或留言到其他地方，如果被其他人檢舉會直接踢出，就算你沒有惡意（比如只是想讓更多人知道某某人有多噁）這個規定是為了讓大家有一定程度的安全感，一樣要再次請大家諒解經營社團的不容易 ————————————————————— https://i.imgur.com/t8IhZeg.jpg 本圖為該社團蒐集噁男的形式與證據.... 想請問熟知法律的大大們，這樣有觸法的嫌疑嗎 有沒有觸法我不清楚啦，但我明確知道這是違反臉書的使用原則。 男生女生真的都要好好保護自己。,
禁跨性別用女廁！雇主挨告2度敗訴⋯法院：無經他人同意之必要,https://www.dcard.tw/f/mood/p/236493532,"5CN的文 怎麼看 https://www.thenewslens.com/article/93199 我們想讓你知道的是 這些不是說只要縱容男性開腿就會造成性暴力、貧富差距與環境破壞，而是說這樣的社會價值觀更利於這些問題發生。性暴力不是突然發生的，是一種涉及性別因素的暴力侵犯行為，性暴力是有整個社會環境背景影響造成的。 去年，西班牙女權團體Microrrelatos Feministas在網上發起請願連署；正有如給年長者和懷孕者與障礙者讓座一樣，去關注那個主要由男性所為，在公共空間「過度地」岔開雙腿佔到別人的位置，也就是所謂的「男性開腿」（manspreading），或譯作「大爺式佔位」，這樣的問題應該被解決。 馬德里的公共交通官員為了改善現狀，公開地呼籲乘客不要在大眾交通工具上做出開腿佔位的動作，接著紐約、西雅圖、東京與澳洲也紛紛跟進，逐步變成一向新興的全球性別平權運動，並成為媒體與網路上熱議的話題。 指出男性開腿是仇男嗎？ 許多人及節目開始嘲笑女性主義者，認為這是在小題大作，甚至部分「男權人士」（men's rights activist, MRA）與自稱為「平權主義者」（equalist）的人發表聲明，表示指出男性開腿是一種「仇男文化」，主張男性的骨盆構造及生殖器與女性不同，需要使用更多的空間來感到舒適。 說到這裡，有人將男性開腿與女性主義主張的公共哺乳、肥胖平權與增設女廁相比擬，從「必要」與「正義」兩點來看，男性開腿絲毫不符合其中任何一個價值，男性並沒有任何一定要開腿佔位的需求，更與社會正義背道而馳。並沒有任何性別的生理構造誇張到需要大開雙腿佔好幾人的位子，如果有這種情形很反而可能是「身體病變」問題，包含生殖器過度腫大、骨盆腔變形等狀況，這些情況應該是需要被處理的特例，請容許我排除在這篇文章的討論之外。 這樣的說法正犯了幾個錯誤，它是「男性特權」（male privilege）與「順性別特權」（cis privilege）的體現，將部分順性別男性獨有的經驗「本質化」，陷入了自然／文化的二元對立思考模式，將男性開腿單一歸因為生理因素，而忽略掉它的社會文化因素。在父權社會中，人們認為男性應該盡可能展現陽剛特質，包含侵略性、冒險與壓抑情緒（尤其是脆弱與悲傷，除了憤怒）等，這些促成施以暴力、不重視他人感受與意見的特質，性別研究學者稱之為「有害的男子氣概」（toxic masculinity）。 在這樣的社會文化影響下，當男性做出「開腿」這個動作，是被認為具有男子氣概、男性魅力的行為，即使沒有教科書或律法去鼓勵男性開腿，這樣的環境在一定程度上，就是潛移默化地在鼓勵男性進行開腿佔位的行為。相反地，如果女性做出「開腿」這個動作，是被認為隨便、淫蕩與不檢點的，必須承受「蕩婦羞辱」（slut shaming）的壓力，甚至遭受性暴力也是「自找」的，所以幾乎所有女性自幼都在面臨雙腿併攏的身體規訓，開腿行為與性別歧視密不可分。 因此，之所以稱作男性開腿，並不是為了汙名化男性，而是為了指出這個社會現象性別化的物質現實，它主要由男性所為、是個男性化的行為、背後有整個父權社會的支持，凸顯出這是一個性別平權議題，而非單純的「公德心」問題而已。即使是經常與男性開腿相提並論的「女性背包式佔位」（she-bagging），人們也更容易上前去指正、要求讓出座位，甚至女性本身就經常會主動讓出座位，因為女性更被父權社會要求必須重視他人需求與感受。 男性開腿與強暴文化的關聯 當然，如果沒有侵犯到他人權利，為了舒適開腿並無大礙，在座位的範圍內開個四十五度，不要開到九十度去佔了位子，或是要在自己的私人空間裡，以及四下無人的荒郊野外，愛怎麼開腿就怎麼開腿，就連要劈腿、躺成大字也都行，很多女性也會這麼做。 但是，當我們的社會縱容男性用自己的身體，在明知道會侵犯他人權利（如空間權、自由權、身體權）的情況下，為了滿足自身的生理或心理上「非必要」的需求，依然故我地用以展現自己的陽剛特質，這樣的思維模式就跟性暴力如出一轍。性暴力就是男性為了滿足自身淫樂，將他人身體自主權不屑一顧的行為。 這麼說意思不是開腿佔位的男性就會去強暴別人，也不是只要有男性一開腿佔位世界上某處就會有人被強暴，更不是說男性開腿跟強暴是同等程度的暴力行為，這些都不是女性主義者指出男性開腿與性暴力關聯時所想表達的，整件事情並沒有如此去脈絡化與過度簡化。 性暴力不是突然發生的，它不是意外也不是自然災難，是一種涉及性別因素的暴力侵犯行為，性暴力是有整個社會環境背景影響造成的，任何犯下性暴力的人都跟社會問題脫不了關係，包含性教育、性別教育及人權教育等教育資源匱乏，尤其是對「合意」（consent）認識的不足，以及社會普遍認為受害者自找的「譴責被害人」（victim blaming）問題，而這樣的社會結構就稱作「強暴文化」（rape culture）。 這也是為什麼女性主義者，並不會鼓勵女性做出開腿佔位的行為，就像要改變男性騷擾女性的問題，並不會鼓勵女性騷擾男性一樣，希冀用這種方式來達成性別平等、打破性別刻板印象，我們應該解決的是總體的強暴文化問題，而不是鼓勵女性一起鞏固現有的性別壓迫環境。 男性開腿影響的不只是女性 更何況，男性開腿影響的不只是單一性別，幾乎所有人都被這樣的行為所困擾，尤其是那些更需要座位的親子家庭、懷孕者、年長者、傷病者與障礙者等。正有如社會女性主義及生態女性主義的論述，強暴文化根植於所謂的「父權私有制」之上，是一種以男性主導壟斷資源的社會結構，壓迫的不單單只是女性，而是世界上所有的弱勢族群，也包含兒少、多元性別、少數族裔、身心障礙、無產階級與動物等。 先從社會女性主義的視角分析，開腿佔位背後的價值觀跟貧富差距息息相關，也就是人可以佔據本不屬於自己的過多資源，只因為先來後到、生理優勢等原因，造成社會資源分配的不公與不均。然而這樣的行為多為男性所為，因為父權資本主義社會鼓勵男性參與掠奪、侵占與壟斷等壓榨行為，性別不平等與貧富差距都屬於這個社會不正義的一環。 若從生態女性主義的視角分析，男性開腿象徵的不只是一種人類社會問題，而是全球生態環境的議題，因為「男性中心主義」（androcentrism）與「人類中心主義」（anthropocentrism）兩種意識形態有著可以觀察出來的正相關。男性開腿背後所代表的是以男性自身利益犧牲整體環境的利益，這有如人類長期以來為了自身利益，對地球生態系環境所做的毀滅性破壞如出一轍。 這些不是說只要縱容男性開腿就會造成性暴力、貧富差距與環境破壞，而是說這樣的社會價值觀更利於這些問題發生，「蝴蝶效應」（butterfly effect）與「滑坡謬誤」（slippery slope）之間最大的差別是那個「也許」。提出蝴蝶效應的學者從未表示「蝴蝶振翅就會有龍捲風」，女性主義者也不認為任何男性霸權都會直接導致性暴力、貧富差距與環境破壞發生，而是男性霸權的社會價值觀「更容易」有性暴力、貧富差距與環境破壞發生。 如果我們真的有心改變社會，致力於終止性暴力、貧富差距與環境破壞，可以從更加日常生活的地方做起，不僅是約束自己，同時也教育人們，尤其是男性，多發揮同理心與社會關懷，在公共空間盡可能不要張開雙腿侵犯到別人乘坐的權利。",
男友覺得三萬不夠,https://www.dcard.tw/f/mood/p/236493142,就是骯髒的貞操道德綁架啊。 奇怪欸，沒人說男生easy 約砲很ok，只要雙方都同意，也安全進行。 但女人被罵翻，什麼肉便器什麼easy 那男人勒？怎麼不說他easy啊？ 荒謬的大男人沙文主義欸，有夠噁心。 說好的性別平等呢？ 根本性別歧視吧 先性後愛 https://www.dcard.tw/f/relationship/p/235595332?cid=1DF7BAB1-1A3F-43EB-B407-4A266CDA5A58,"約砲,性別平等,性別歧視"
校隊180帥哥是母胎單的原因,https://www.dcard.tw/f/mood/p/236489581,基本上最公平考試制度就是聯考（指考 從個申的出現就已經開始令人詬病 後來衍生出推甄到最後的繁星計劃 真的不知道教育學者在想什麼啦 繁星優點： 1.縮短城鄉差距，解決階級複製問題 2.沒了 好再來說說缺點ㄅ 一.不利前段高中學生 二.平常分數平衡問題 繁星制度會參考在學成績完全是個荒謬的方法 我高中兩年就遇到7科大刀 有次物理全班只有我低空過隔壁班卻平均85左右 有些老師也會性別歧視及刻板印象平時給特低 三.人格問題 我本來有個同學還算熟平常也會閒聊之類的 我擔任數學小老師他跟我說幫他罩改分數高一點 問他理由結果說是想為了繁星==？ 自此開始看不起繁星 最後他也沒繁上念了學店嘻嘻 四.繁星仔很多都來自大都市 縮短城鄉差距變成消滅明星高中的手段make sense 好我想也夠多了 為了一個小小願景能引起這麼大的爭議 臺灣教育真優秀,
有關職場的公用空間使用大家看法如何呢？,https://www.dcard.tw/f/mood/p/236482974,NCAA籃球錦標賽官方提供給男女球員的健身器材差很大😡，引起球員、教練和球迷一陣撻伐🤬；NCAA坦承疏失，並已為女子組賽事增添訓練設施😠。 NCAA籃球女子組錦標賽於德州聖安東尼奧舉行，日前流出賽會僅提供啞鈴和瑜珈墊等陽春器材😠，與男子組深蹲架等器材一應俱全的景象差很大😡，影片流出後在社群媒體上更有上千萬次觀看。 https://i.imgur.com/GKSidwZ.jpg 但來到20日，聖安東尼奧的亨利岡薩雷斯會議中心不僅有九面練習球場😊，也增添了深蹲架、重訓椅、彈力帶和抗力球等器材，此外還有跑步機、划船機、飛輪車等😍。路易維爾大學教練華茲（Jeff Walz）說：「終於有了我們需要的，體能教練和球員非常開心。」🥰 鑑於健身器材引起性別不平等風波，NCAA籃球副總日前公開道歉坦承疏失😏。倡議團體「全國大學球員協會」（The National Collegiate Players' Association）也發聲要求NCAA貫徹教育法修正案第九條（Title IX），確保男女運動員享有相同資源。😌 男子籃球教練組織「全國籃球教練協會」（The National Association of Basketball Coaches）也公開發布聲明力挺女籃。🥳 NCAA的原計畫為待女子賽事進行至16強，不再需要如此多面練習場後，再增設健身器材；但有器材卻不在64強賽就使用令人費解，官方也未進行詳細說明。 https://www.google.com/amp/s/udn.com/news/amp/story/7003/5333163 https://udn.com/news/story/7002/5333285 ----&-----+++----------&6---------------&&----------+------------&&- 最好是不要給我搞啥性別歧視😡😡😡 NCAA最好給老娘罩子放亮點💪💪💪 https://i.imgur.com/ENco3xm.jpg,"籃球,NBA,女籃,道歉,性別歧視"
我們的畢業旅行2,https://www.dcard.tw/f/mood/p/236478487,做兩間女廁衝三小 男生還要走去B棟3樓才能上 那為什麼B棟3樓不做兩間男廁 性別歧視是不是啊？,"女廁,景文科大,問題,心情,擾人"
柯文哲談家戶感染扯同志團體！台灣基進：柯文哲才是問題,https://www.dcard.tw/f/mood/p/236473597,大家好！又是我問題人物 今天要來推薦一部Netflix在三月初上映的電影 女生要革命（Moxie) https://i.imgur.com/PgbV6XL.jpg ——————————(雷區慎入)————————— 女主角Vivian是位害羞、普通的高中生 在受到媽媽和新同學Lucy的影響後 決定要揭露校園內存在的性別歧視 創立Moxie雜誌，希望能讓更多人關心這件事 https://i.imgur.com/xihEeIy.jpg 從標題就可以看出這是一部女權電影 但除了女權之外 這部電影也有包含人生選擇的寓意 因為Vivian會創立Moxie的其中一個原因 是因為她在寫自介的問題中 其中一題是「你在乎什麼事情？」 進而讓她跟上母親的腳步 踏上粉碎父權的道路！！（發什麼神經(ｰ ｰ;) https://i.imgur.com/hUvA3LP.jpg 劇中的人物主要分成三種角色 加害者 受害者 當權者（漠視者） 而當權者中最重要的莫過於校長 因為校長是一名女性 卻不願意提供Lucy在被騷擾時所需要的幫助 反而希望可以把這件事情給壓下去 https://i.imgur.com/FrUGksw.jpg 而這也是Lucy決定反抗的開始 https://i.imgur.com/WBEgz84.jpg Vivian在創立Moxie後並不是一帆風順 她有時候會失敗並傷到人 其中一次最重要的革命失敗後 她喝醉回到家中 跟母親吵了架 也差點放棄革命 Moxie總體而言是部很振奮人心的電影 雖然是被定義為鬧劇 但其實裡頭講的都是非常真實且正在發生的事 是時候去揭露它、反抗它並且阻止它再次發生 而且是人人都有責任去做的 再補一個裡頭的帥哥反派 Mitchell Wilson，由Patrick Schwarzenegger飾演 （阿諾· 史瓦辛格的兒子） https://i.imgur.com/ZQXaVOh.jpg （雖然是反派但是沒關係(◐‿◑),"Netflix,電影,推薦,觀後感"
去你他家的性別平等,https://www.dcard.tw/f/mood/p/236459547,前幾天做了個夢，夢到國小同學長大之後逼問我喜不喜歡他，而且他還親我。 OMG為什麼我會做這種奇怪的夢！！ 而且老實說，我上大學不止夢到他一次。 上一次夢到他，我也是被他逼到牆角……他問我為什麼沒跟他說生日快樂，還問我他的生日禮物呢？ 我們升上國中之後，除了去同學會，我們就沒有再額外見面過了，高中也讀不同的學校（而且高中之後，真的直接斷聯繫） 我不知道他身邊有沒有人提起我（但應該不可能會有） 但我的好姐妹（國小到現在都還有在聯絡）每次出去見面總是要八卦我跟他，說什麼我們很配，從認識就開始吵（但後來都沒聯絡啊……真的不知道她到底為什麼一直嗑我們的cp） 說起來我跟他，真的是從認識就不對盤，嗯……真要說，應該是他看我不順眼？？？（以下簡稱A男） 國小認識的時候，A男就什麼事都要跟我唱反調，很愛嗆我，但跟他坐在一起的時候，我很開心（欸乾？我該不會是抖M吧？） 好啦，這裡幫他說個好話，雖然他嘴真的有夠欠，什麼事都要嗆我，就連我們外掃（當時外掃是掃男女廁）他都要嗆我，有一次我真的是被嗆到超難過，自己跑去女廁自閉，還鎖門（對不起，我現在回想起這段，我真的覺得我好羞恥，我沒事搞什麼自閉，好作啊……簡直戲精） 可是那一次他居然拿著五元硬幣來開我的廁所門，我整個被嚇到了，當時我蹲在地上，傻傻看著他，好半晌問他怎麼開門的？他說：「妳不知道學校的門，五元硬幣就可以開了嗎？」 我怎麼會知道啊喂，而且你又怎麼知道的！你該不會經常亂開別人的門吧？蛤？ 我：「你這個人怎麼回事……你不怕我在廁所嗎？你怎麼就直接開門啊？」 他：「妳進來到現在，沒有發出任何聲音，我……」 好吧，反正看他的神情，他肯定有猜到我就只是鬧脾氣反鎖門，沒有在廁所。 但這是女廁啊！也不是我要有性別歧視，男的不能進來什麼的…… 為什麼不直接叫我開門？（雖然我不知道自己會不會開） 總之他後來跟我說他怕我出事，沒想太多，這件事就不了了之了。 可是！他人其實也不是很差啦……A男他很聰明，同時他也很努力很認真，雖然我們同桌的時候還偷偷作弊過（x 然後因為我家裡氣氛很不好，我每天都不想那麼快回家，不知道是什麼原因，我也忘了，總之我們後來每天放學都會待在學校一起寫作業，寫完了就一起去打球（還從學校翻牆出去買炸物來吃，解鎖人生成就之一） 有一次我被朋友誤會，還被她用水桶潑水，被班導罵的時候，因為覺得特別委屈吧，家裡又很多事，想到回家之後，要面對那麼糟糕的氣氛，學校又這樣，當時真的特別委屈……大家都在午休的時候，我不小心哭出來（沒有哭聲，就是默默掉淚那種） 那時候我跟A男已經不是同桌了，他坐我斜後方，我感覺到有人搖我的椅子，轉過去看，發現他居然沒有睡，他用唇語問我：「妳還在哭啊？」 那時候真的很對不起他跟我當時的同桌（B男） B男被我用掉一整包衛生紙，是他自己給我的，因為我從大家在吃飯的時候就已經快哭了。（我的當時剛好剩下沒幾張） A男一整個中午都沒有睡，我也不知道為什麼他沒有睡，跑來關心我？可能是雖然我覺得自己沒哭出來，但其實我很吵？ 而且那個禮拜我每天都不吃午飯，就顧埋頭看圖書館借來的書，導致後來書被我同桌藏起來，他們強制命令我吃飯，不然書不肯還我（我吃太少，還被我同桌霸氣的拿去外面盛飯，放在我桌上要我吃掉） 他們兩個真的對我很好。 而且我國小的時候還把A男給我的悠遊卡拿去買東西？雖然我的記憶告訴我沒有啊？但他說什麼我把他的錢都花光了？我分明是幫他買飲料！不過他也沒跟我討錢，總之就不了了之（而且他還請我喝飲料） AB男都很好，但不知道為什麼我對A男比較有印象，可能是他真的很常嗆我，又對我很好吧xD 而且當時班上很多女生都說什麼我們是歡喜冤家= = 我記得我問過他是不是討厭我，但我現在居然一丁點都想不起這個答案！真的是很氣欸😂 之前同學會的時候，我蠻希望他去的，就腦子一熱跑去問他去不去，他說要忙考試，我就說：「哦……好吧。」 其實我真的有點失望。 他又回我盡量的時候，我就想他大概真的很忙，所以我就跟他說忙就算了，他就問我：「so？」 我就說其實我還是希望他去，他去的話我會蠻開心的。（我說真心話） 然後他隔天就跟我說他會去！！！！ 好的，但我們同學會完全沒有跟對方說話😂我也不知道我去邀他，結果全場沒跟他講話是怎樣，他也沒跟我說話（那我應該主動講話嘍？） 現在好想再辦一次同學會啊，莫名想見他（一定是夢害的） 我就跑去找他哀居（不誇張，我們真的很少在聯絡，連fb好友我都刪掉了，雖然原因是因為好像是看到他跟某個女生很好，覺得他跟我彼此也沒什麼交集，沒必要留著好友，我就刪掉了） 今天莫名其妙跑去找他哀居，然後他剛才密我的時候，我心跳還漏了一拍，跳很快，到底要我怎樣！！！！！ 我為什麼會夢到他啊！！！！明明那麼久沒聯絡……而且我居然還跑去加他！！！,"同學,感情"
